날짜,시간,구장,경기원정팀홈팀,구분,중계방송사
2024.10.01 화,17:00,수원 케이티위즈 파크,종료  SSG  3  KT  4,순위결정전,MBC SPORTS+
2024.10.02 수,18:30,잠실야구장,종료  KT  4  두산  0,와일드카드,KBS 2TV
2024.10.03 목,14:00,잠실야구장,종료  KT  1  두산  0,와일드카드,SBS TV
2024.10.04 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.05 토,14:00,잠실야구장,종료  KT  3  LG  2,준플레이오프,SBS TV
2024.10.06 일,14:00,잠실야구장,종료  KT  2  LG  7,준플레이오프,MBC TV
2024.10.07 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.08 화,18:30,수원 케이티위즈 파크,종료  LG  6  KT  5,준플레이오프,KBS 2TV
2024.10.09 수,14:00,수원 케이티위즈 파크,종료  LG  5  KT  6,준플레이오프,SBS TV
2024.10.10 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.11 금,18:30,잠실야구장,종료  KT  1  LG  4,준플레이오프,KBS N SPORTS
2024.10.12 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.13 일,14:00,대구 삼성 라이온즈 파크,종료  LG  4  삼성  10,플레이오프,KBS 2TV
2024.10.14 월,18:30,대구 삼성 라이온즈 파크,경기취소  LG  -  삼성  -,플레이오프,SBS TV
2024.10.15 화,18:30,대구 삼성 라이온즈 파크,종료  LG  5  삼성  10,플레이오프,SBS TV
2024.10.16 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.17 목,18:30,잠실야구장,종료  삼성  0  LG  1,플레이오프,MBC TV
2024.10.18 금,18:30,잠실야구장,경기취소  삼성  -  LG  -,플레이오프,KBS 2TV
2024.10.19 토,14:00,잠실야구장,종료  삼성  1  LG  0,플레이오프,KBS 2TV
2024.10.20 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.21 월,18:30,광주-기아 챔피언스필드,종료  삼성  1  KIA  5,한국시리즈,MBC TV
2024.10.22 화,18:30,광주-기아 챔피언스필드,경기취소  삼성  -  KIA  -,한국시리즈,KBS 2TV
2024.10.23 수,18:30,광주-기아 챔피언스필드,종료  삼성  3  KIA  8,한국시리즈,KBS 2TV
2024.10.24 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.25 금,18:30,대구 삼성 라이온즈 파크,종료  KIA  2  삼성  4,한국시리즈,MBC TV
2024.10.26 토,14:00,대구 삼성 라이온즈 파크,종료  KIA  9  삼성  2,한국시리즈,SBS TV
2024.10.27 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.28 월,18:30,광주-기아 챔피언스필드,종료  삼성  5  KIA  7,한국시리즈,KBS 2TV
2024.10.29 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.30 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.10.31 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.01 금,18:30,광주-기아 챔피언스필드,경기전  한화  -  KIA  -,페넌트레이스,
2024.08.01 금,18:30,대구 삼성 라이온즈 파크,경기전  LG  -  삼성  -,페넌트레이스,
2024.08.01 금,18:30,고척 스카이돔,경기전  롯데  -  키움  -,페넌트레이스,
2024.08.01 금,18:30,수원 케이티위즈 파크,경기전  NC  -  KT  -,페넌트레이스,
2024.08.01 금,18:30,잠실야구장,경기전  SSG  -  두산  -,페넌트레이스,
2024.08.02 토,18:00,광주-기아 챔피언스필드,경기전  한화  -  KIA  -,페넌트레이스,
2024.08.02 토,18:00,대구 삼성 라이온즈 파크,경기전  LG  -  삼성  -,페넌트레이스,
2024.08.02 토,18:00,고척 스카이돔,경기전  롯데  -  키움  -,페넌트레이스,
2024.08.02 토,18:00,수원 케이티위즈 파크,경기전  NC  -  KT  -,페넌트레이스,
2024.08.02 토,18:00,잠실야구장,경기전  SSG  -  두산  -,페넌트레이스,
2024.08.03 일,14:00,고척 스카이돔,경기전  롯데  -  키움  -,페넌트레이스,
2024.08.03 일,18:00,광주-기아 챔피언스필드,경기전  한화  -  KIA  -,페넌트레이스,
2024.08.03 일,18:00,대구 삼성 라이온즈 파크,경기전  LG  -  삼성  -,페넌트레이스,
2024.08.03 일,18:00,수원 케이티위즈 파크,경기전  NC  -  KT  -,페넌트레이스,
2024.08.03 일,18:00,잠실야구장,경기전  SSG  -  두산  -,페넌트레이스,
2024.08.04 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.05 화,18:30,사직야구장,경기전  KIA  -  롯데  -,페넌트레이스,
2024.08.05 화,18:30,대전 한화생명 볼파크,경기전  KT  -  한화  -,페넌트레이스,
2024.08.05 화,18:30,잠실야구장,경기전  두산  -  LG  -,페넌트레이스,
2024.08.05 화,18:30,인천 SSG 랜더스 필드,경기전  삼성  -  SSG  -,페넌트레이스,
2024.08.05 화,18:30,창원NC파크,경기전  키움  -  NC  -,페넌트레이스,
2024.08.06 수,18:30,사직야구장,경기전  KIA  -  롯데  -,페넌트레이스,
2024.08.06 수,18:30,대전 한화생명 볼파크,경기전  KT  -  한화  -,페넌트레이스,
2024.08.06 수,18:30,잠실야구장,경기전  두산  -  LG  -,페넌트레이스,
2024.08.06 수,18:30,인천 SSG 랜더스 필드,경기전  삼성  -  SSG  -,페넌트레이스,
2024.08.06 수,18:30,창원NC파크,경기전  키움  -  NC  -,페넌트레이스,
2024.08.07 목,18:30,사직야구장,경기전  KIA  -  롯데  -,페넌트레이스,
2024.08.07 목,18:30,대전 한화생명 볼파크,경기전  KT  -  한화  -,페넌트레이스,
2024.08.07 목,18:30,잠실야구장,경기전  두산  -  LG  -,페넌트레이스,
2024.08.07 목,18:30,인천 SSG 랜더스 필드,경기전  삼성  -  SSG  -,페넌트레이스,
2024.08.07 목,18:30,창원NC파크,경기전  키움  -  NC  -,페넌트레이스,
2024.08.08 금,18:30,잠실야구장,경기전  한화  -  LG  -,페넌트레이스,
2024.08.08 금,18:30,고척 스카이돔,경기전  두산  -  키움  -,페넌트레이스,
2024.08.08 금,18:30,사직야구장,경기전  SSG  -  롯데  -,페넌트레이스,
2024.08.08 금,18:30,수원 케이티위즈 파크,경기전  삼성  -  KT  -,페넌트레이스,
2024.08.08 금,18:30,창원NC파크,경기전  KIA  -  NC  -,페넌트레이스,
2024.08.09 토,18:00,잠실야구장,경기전  한화  -  LG  -,페넌트레이스,
2024.08.09 토,18:00,고척 스카이돔,경기전  두산  -  키움  -,페넌트레이스,
2024.08.09 토,18:00,사직야구장,경기전  SSG  -  롯데  -,페넌트레이스,
2024.08.09 토,18:00,수원 케이티위즈 파크,경기전  삼성  -  KT  -,페넌트레이스,
2024.08.09 토,18:00,창원NC파크,경기전  KIA  -  NC  -,페넌트레이스,
2024.08.10 일,14:00,고척 스카이돔,경기전  두산  -  키움  -,페넌트레이스,
2024.08.10 일,18:00,잠실야구장,경기전  한화  -  LG  -,페넌트레이스,
2024.08.10 일,18:00,사직야구장,경기전  SSG  -  롯데  -,페넌트레이스,
2024.08.10 일,18:00,수원 케이티위즈 파크,경기전  삼성  -  KT  -,페넌트레이스,
2024.08.10 일,18:00,창원NC파크,경기전  KIA  -  NC  -,페넌트레이스,
2024.08.11 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.12 화,18:30,대구 삼성 라이온즈 파크,경기전  KIA  -  삼성  -,페넌트레이스,
2024.08.12 화,18:30,수원 케이티위즈 파크,경기전  LG  -  KT  -,페넌트레이스,
2024.08.12 화,18:30,대전 한화생명 볼파크,경기전  롯데  -  한화  -,페넌트레이스,
2024.08.12 화,18:30,잠실야구장,경기전  NC  -  두산  -,페넌트레이스,
2024.08.12 화,18:30,인천 SSG 랜더스 필드,경기전  키움  -  SSG  -,페넌트레이스,
2024.08.13 수,18:30,대구 삼성 라이온즈 파크,경기전  KIA  -  삼성  -,페넌트레이스,
2024.08.13 수,18:30,수원 케이티위즈 파크,경기전  LG  -  KT  -,페넌트레이스,
2024.08.13 수,18:30,대전 한화생명 볼파크,경기전  롯데  -  한화  -,페넌트레이스,
2024.08.13 수,18:30,잠실야구장,경기전  NC  -  두산  -,페넌트레이스,
2024.08.13 수,18:30,인천 SSG 랜더스 필드,경기전  키움  -  SSG  -,페넌트레이스,
2024.08.14 목,18:30,대구 삼성 라이온즈 파크,경기전  KIA  -  삼성  -,페넌트레이스,
2024.08.14 목,18:30,수원 케이티위즈 파크,경기전  LG  -  KT  -,페넌트레이스,
2024.08.14 목,18:30,대전 한화생명 볼파크,경기전  롯데  -  한화  -,페넌트레이스,
2024.08.14 목,18:30,잠실야구장,경기전  NC  -  두산  -,페넌트레이스,
2024.08.14 목,18:30,인천 SSG 랜더스 필드,경기전  키움  -  SSG  -,페넌트레이스,
2024.08.15 금,18:00,창원NC파크,경기전  한화  -  NC  -,페넌트레이스,
2024.08.15 금,18:00,잠실야구장,경기전  KIA  -  두산  -,페넌트레이스,
2024.08.15 금,18:00,고척 스카이돔,경기전  KT  -  키움  -,페넌트레이스,
2024.08.15 금,18:00,인천 SSG 랜더스 필드,경기전  LG  -  SSG  -,페넌트레이스,
2024.08.15 금,18:00,사직야구장,경기전  삼성  -  롯데  -,페넌트레이스,
2024.08.16 토,18:00,창원NC파크,경기전  한화  -  NC  -,페넌트레이스,
2024.08.16 토,18:00,잠실야구장,경기전  KIA  -  두산  -,페넌트레이스,
2024.08.16 토,18:00,고척 스카이돔,경기전  KT  -  키움  -,페넌트레이스,
2024.08.16 토,18:00,인천 SSG 랜더스 필드,경기전  LG  -  SSG  -,페넌트레이스,
2024.08.16 토,18:00,사직야구장,경기전  삼성  -  롯데  -,페넌트레이스,
2024.08.17 일,14:00,고척 스카이돔,경기전  KT  -  키움  -,페넌트레이스,
2024.08.17 일,18:00,창원NC파크,경기전  한화  -  NC  -,페넌트레이스,
2024.08.17 일,18:00,잠실야구장,경기전  KIA  -  두산  -,페넌트레이스,
2024.08.17 일,18:00,인천 SSG 랜더스 필드,경기전  LG  -  SSG  -,페넌트레이스,
2024.08.17 일,18:00,사직야구장,경기전  삼성  -  롯데  -,페넌트레이스,
2024.08.18 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.19 화,18:30,잠실야구장,경기전  롯데  -  LG  -,페넌트레이스,
2024.08.19 화,18:30,대전 한화생명 볼파크,경기전  두산  -  한화  -,페넌트레이스,
2024.08.19 화,18:30,수원 케이티위즈 파크,경기전  SSG  -  KT  -,페넌트레이스,
2024.08.19 화,18:30,광주-기아 챔피언스필드,경기전  키움  -  KIA  -,페넌트레이스,
2024.08.19 화,18:30,창원NC파크,경기전  삼성  -  NC  -,페넌트레이스,
2024.08.20 수,18:30,잠실야구장,경기전  롯데  -  LG  -,페넌트레이스,
2024.08.20 수,18:30,대전 한화생명 볼파크,경기전  두산  -  한화  -,페넌트레이스,
2024.08.20 수,18:30,수원 케이티위즈 파크,경기전  SSG  -  KT  -,페넌트레이스,
2024.08.20 수,18:30,광주-기아 챔피언스필드,경기전  키움  -  KIA  -,페넌트레이스,
2024.08.20 수,18:30,창원NC파크,경기전  삼성  -  NC  -,페넌트레이스,
2024.08.21 목,18:30,잠실야구장,경기전  롯데  -  LG  -,페넌트레이스,
2024.08.21 목,18:30,대전 한화생명 볼파크,경기전  두산  -  한화  -,페넌트레이스,
2024.08.21 목,18:30,수원 케이티위즈 파크,경기전  SSG  -  KT  -,페넌트레이스,
2024.08.21 목,18:30,광주-기아 챔피언스필드,경기전  키움  -  KIA  -,페넌트레이스,
2024.08.21 목,18:30,창원NC파크,경기전  삼성  -  NC  -,페넌트레이스,
2024.08.22 금,18:30,잠실야구장,경기전  KT  -  두산  -,페넌트레이스,
2024.08.22 금,18:30,광주-기아 챔피언스필드,경기전  LG  -  KIA  -,페넌트레이스,
2024.08.22 금,18:30,창원NC파크,경기전  롯데  -  NC  -,페넌트레이스,
2024.08.22 금,18:30,대전 한화생명 볼파크,경기전  SSG  -  한화  -,페넌트레이스,
2024.08.22 금,18:30,대구 삼성 라이온즈 파크,경기전  키움  -  삼성  -,페넌트레이스,
2024.08.23 토,18:00,잠실야구장,경기전  KT  -  두산  -,페넌트레이스,
2024.08.23 토,18:00,광주-기아 챔피언스필드,경기전  LG  -  KIA  -,페넌트레이스,
2024.08.23 토,18:00,창원NC파크,경기전  롯데  -  NC  -,페넌트레이스,
2024.08.23 토,18:00,대전 한화생명 볼파크,경기전  SSG  -  한화  -,페넌트레이스,
2024.08.23 토,18:00,대구 삼성 라이온즈 파크,경기전  키움  -  삼성  -,페넌트레이스,
2024.08.24 일,18:00,잠실야구장,경기전  KT  -  두산  -,페넌트레이스,
2024.08.24 일,18:00,광주-기아 챔피언스필드,경기전  LG  -  KIA  -,페넌트레이스,
2024.08.24 일,18:00,창원NC파크,경기전  롯데  -  NC  -,페넌트레이스,
2024.08.24 일,18:00,대전 한화생명 볼파크,경기전  SSG  -  한화  -,페넌트레이스,
2024.08.24 일,18:00,대구 삼성 라이온즈 파크,경기전  키움  -  삼성  -,페넌트레이스,
2024.08.25 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.26 화,18:30,고척 스카이돔,경기전  한화  -  키움  -,페넌트레이스,
2024.08.26 화,18:30,인천 SSG 랜더스 필드,경기전  KIA  -  SSG  -,페넌트레이스,
2024.08.26 화,18:30,사직야구장,경기전  KT  -  롯데  -,페넌트레이스,
2024.08.26 화,18:30,창원NC파크,경기전  LG  -  NC  -,페넌트레이스,
2024.08.26 화,18:30,잠실야구장,경기전  삼성  -  두산  -,페넌트레이스,
2024.08.27 수,18:30,고척 스카이돔,경기전  한화  -  키움  -,페넌트레이스,
2024.08.27 수,18:30,인천 SSG 랜더스 필드,경기전  KIA  -  SSG  -,페넌트레이스,
2024.08.27 수,18:30,사직야구장,경기전  KT  -  롯데  -,페넌트레이스,
2024.08.27 수,18:30,창원NC파크,경기전  LG  -  NC  -,페넌트레이스,
2024.08.27 수,18:30,잠실야구장,경기전  삼성  -  두산  -,페넌트레이스,
2024.08.28 목,18:30,고척 스카이돔,경기전  한화  -  키움  -,페넌트레이스,
2024.08.28 목,18:30,인천 SSG 랜더스 필드,경기전  KIA  -  SSG  -,페넌트레이스,
2024.08.28 목,18:30,사직야구장,경기전  KT  -  롯데  -,페넌트레이스,
2024.08.28 목,18:30,창원NC파크,경기전  LG  -  NC  -,페넌트레이스,
2024.08.28 목,18:30,잠실야구장,경기전  삼성  -  두산  -,페넌트레이스,
2024.08.29 금,18:30,수원 케이티위즈 파크,경기전  KIA  -  KT  -,페넌트레이스,
2024.08.29 금,18:30,인천 SSG 랜더스 필드,경기전  NC  -  SSG  -,페넌트레이스,
2024.08.29 금,18:30,사직야구장,경기전  두산  -  롯데  -,페넌트레이스,
2024.08.29 금,18:30,대전 한화생명 볼파크,경기전  삼성  -  한화  -,페넌트레이스,
2024.08.29 금,18:30,잠실야구장,경기전  키움  -  LG  -,페넌트레이스,
2024.08.30 토,18:00,수원 케이티위즈 파크,경기전  KIA  -  KT  -,페넌트레이스,
2024.08.30 토,18:00,인천 SSG 랜더스 필드,경기전  NC  -  SSG  -,페넌트레이스,
2024.08.30 토,18:00,사직야구장,경기전  두산  -  롯데  -,페넌트레이스,
2024.08.30 토,18:00,대전 한화생명 볼파크,경기전  삼성  -  한화  -,페넌트레이스,
2024.08.30 토,18:00,잠실야구장,경기전  키움  -  LG  -,페넌트레이스,
2024.08.31 일,18:00,수원 케이티위즈 파크,경기전  KIA  -  KT  -,페넌트레이스,
2024.08.31 일,18:00,인천 SSG 랜더스 필드,경기전  NC  -  SSG  -,페넌트레이스,
2024.08.31 일,18:00,사직야구장,경기전  두산  -  롯데  -,페넌트레이스,
2024.08.31 일,18:00,대전 한화생명 볼파크,경기전  삼성  -  한화  -,페넌트레이스,
2024.08.31 일,18:00,잠실야구장,경기전  키움  -  LG  -,페넌트레이스,
2024.08.01 금,18:30,광주-기아 챔피언스필드,경기전  한화  -  KIA  -,페넌트레이스,
2024.08.01 금,18:30,대구 삼성 라이온즈 파크,경기전  LG  -  삼성  -,페넌트레이스,
2024.08.01 금,18:30,고척 스카이돔,경기전  롯데  -  키움  -,페넌트레이스,
2024.08.01 금,18:30,수원 케이티위즈 파크,경기전  NC  -  KT  -,페넌트레이스,
2024.08.01 금,18:30,잠실야구장,경기전  SSG  -  두산  -,페넌트레이스,
2024.08.02 토,18:00,광주-기아 챔피언스필드,경기전  한화  -  KIA  -,페넌트레이스,
2024.08.02 토,18:00,대구 삼성 라이온즈 파크,경기전  LG  -  삼성  -,페넌트레이스,
2024.08.02 토,18:00,고척 스카이돔,경기전  롯데  -  키움  -,페넌트레이스,
2024.08.02 토,18:00,수원 케이티위즈 파크,경기전  NC  -  KT  -,페넌트레이스,
2024.08.02 토,18:00,잠실야구장,경기전  SSG  -  두산  -,페넌트레이스,
2024.08.03 일,14:00,고척 스카이돔,경기전  롯데  -  키움  -,페넌트레이스,
2024.08.03 일,18:00,광주-기아 챔피언스필드,경기전  한화  -  KIA  -,페넌트레이스,
2024.08.03 일,18:00,대구 삼성 라이온즈 파크,경기전  LG  -  삼성  -,페넌트레이스,
2024.08.03 일,18:00,수원 케이티위즈 파크,경기전  NC  -  KT  -,페넌트레이스,
2024.08.03 일,18:00,잠실야구장,경기전  SSG  -  두산  -,페넌트레이스,
2024.08.04 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.05 화,18:30,사직야구장,경기전  KIA  -  롯데  -,페넌트레이스,
2024.08.05 화,18:30,대전 한화생명 볼파크,경기전  KT  -  한화  -,페넌트레이스,
2024.08.05 화,18:30,잠실야구장,경기전  두산  -  LG  -,페넌트레이스,
2024.08.05 화,18:30,인천 SSG 랜더스 필드,경기전  삼성  -  SSG  -,페넌트레이스,
2024.08.05 화,18:30,창원NC파크,경기전  키움  -  NC  -,페넌트레이스,
2024.08.06 수,18:30,사직야구장,경기전  KIA  -  롯데  -,페넌트레이스,
2024.08.06 수,18:30,대전 한화생명 볼파크,경기전  KT  -  한화  -,페넌트레이스,
2024.08.06 수,18:30,잠실야구장,경기전  두산  -  LG  -,페넌트레이스,
2024.08.06 수,18:30,인천 SSG 랜더스 필드,경기전  삼성  -  SSG  -,페넌트레이스,
2024.08.06 수,18:30,창원NC파크,경기전  키움  -  NC  -,페넌트레이스,
2024.08.07 목,18:30,사직야구장,경기전  KIA  -  롯데  -,페넌트레이스,
2024.08.07 목,18:30,대전 한화생명 볼파크,경기전  KT  -  한화  -,페넌트레이스,
